"researcher","date","location","song","placement","time","type","genre","species","style","coloration","jam_leader","jam_elements","notes","notes_time"
"Evan","1990/1/28","Burlington, VT","Weekapaug Groove","Set Closer",378,"Prog Rock","Type 1","Trey-led Noodling Jam","Major Chords (Ionian)","Major Chords (Ionian)","Trey","[""Machine Gun Trey""]","Definetley the years most solid song so far. Each one is great. Obviously compact typ1, but fire. 1:30 starts jam with Page and Trey exchanges. 3:30-4:30 everyone is cooking and firing on all cyladers. Good shit. Sign of the times. Stragh ahead heat.",""
"Evan","1990/2/5","Charleston, SC","Slave to the Traffic Light","Mid-set",438,"Classic Rock","Type 1","Bliss Jam","Bliss","Bliss","Trey","[""Trey Rhythmic Chording""]","3:35 Page plants the theme. Trey quickly builds upon it with Mike in tow. Swelling at 5:10 is aweomse. 5:30 see's the rock jam/build begin. Rushed peak from Trey, but really nice version",""
"Evan","1990/2/9","Lancaster, PA","David Bowie","Set Closer",809,"Psychedelic Rock","Type 1","Nightmare Music","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Machine Gun Trey""]","5:00 super loose and airy from the start. 6:00 brings some filthy soundscapes. Full band groove over some trey leads. 7:15-8:40 we see flashes of type ll with some wipeout teases as well. Trey straight wailing to bring it home. Interesting Bowie",""
"Evan","1990/2/9","Lancaster, PA","Reba","Mid 2nd Set",719,"Classic Rock","Type 1","Bliss Jam","Bliss","Bliss","Trey","[""Trey Rhythmic Chording""]","",""
"Evan","1990/2/16","Boston, MA","Possum","Mid 2nd Set",496,"Classic Rock","Type 1","Standard Rock Jam (Type 1)","Dirty/Bluesy","Dirty/Bluesy","Trey","[""Machine Gun Trey""]","Nice drop out at 2:35 to start. Trey tease off the bat? Classic rock with a little extra twang. Synnyr'd",""
"Evan","1990/2/16","Boston, MA","Ballad of Curtis Loew","Mid 2nd Set",311,"Classic Rock","Type 1","Standard Rock Jam (Type 1)","","","Trey","[]","Interesting to see this come directly after Possum, which could be a LS song in intself. Very fitting here. See a beautiful solo from Trey at 2:55. Nice to see him step back an play tastefully. Brief though.",""
"Evan","1990/2/16","Boston, MA","Whipping Post","Encore",528,"Classic Rock","Type 1","Standard Rock Jam (Type 1)","Dirty/Bluesy","Dirty/Bluesy","Trey","[""Machine Gun Trey""]","Ripping Post. Solid through and through. Trey is a maniac...others are struggling to keep up",""
"Evan","1990/2/17","Amherst, MA","ACDC Bag","Mid 2nd Set",407,"Classic Rock","Type 1","Standard Rock Jam (Type 1)","Dirty/Bluesy","Dirty/Bluesy","Trey","[""Trey Rhythmic Chording""]","3:08 starts cleaner than usual. 3:35 Trey flips the script. Trey and Mike exchanges. Full band drop out at 3:46...very cool stuff. Stop-goi-ish (similar to 1/26 MELT). Best ACDC of 90 thus far",""
"Evan","1990/2/17","Amherst, MA","Harry Hood","Mid 2nd Set",690,"Classic Rock","Type 1","Standard Rock Jam (Type 1)","Bliss","Bliss","Trey","[""Fishman Jazzy Feel""]","5:11-5:33 Trey enters...Familliar licks 6-6:05. Tender playing from all 4. Signs of re-entry at 7:30 after a few extended notes from Trey. Pattern emerges at 7:40. Fishman doing all the right things.Mike firing lasers. Quick tenstion release. Trey note 9:12-9:30. Spews load all over Amherst. Devestating peak. Best of 90",""
"Evan","1990/2/22","Keene, NH","David Bowie","Set 2 Closer",743,"Psychedelic Rock","Type 1","Standard Rock Jam (Type 1)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Machine Gun Trey""]","Panic inducing Psych Rock",""
"Evan","1990/2/23","Haverford, PA","Weekapaug Groove","Mid 2nd Set",886,"Prog Rock","Type 1","Trey-led Noodling Jam","Major Chords (Ionian)","Major Chords (Ionian)","Full Band","[""Mike Slapping/ Popping""]","Full band power groove. Best of 90 thus far.",""
"Evan","1990/3/3","New York, NY","You Enjoy Myself","Mid 1st Set",1027,"Jazz Rock","Type 1","Standard Rock Jam (Type 1)","Dirty/Bluesy","Dirty/Bluesy","Trey","[""Fishman Jazzy Feel""]","Kick ass YEM...noteworthy for its segue into Possum...big league stuff",""
"Evan","1990/3/9","Burlington, VT","ACDC Bag","Mid 2nd Set",375,"Classic Rock","Type 1","Standard Rock Jam (Type 1)","Dirty/Bluesy","Dirty/Bluesy","Mike","[""Mike Slapping/ Popping""]","",""
"Evan","1990/3/11","Burlington, VT","Split Open and Melt","Mid 2nd Set",519,"Psychedelic Rock","Type 1","Experimental (Pushing Boundaries)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Fishman Jazzy Feel""]","Most interesting verion to date in 90",""
"Evan","1990/3/28","Granville, OH","Tweezer","Mid 1st Set",515,"Psychedelic Rock","Type 1","Experimental (Pushing Boundaries)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Trey Rhythmic Chording""]","Debut! Gordo solo intro is dope. Interesting momentum shift at the end...gets briefly weird",""
"Evan","1990/4/9","Telluride, CO","David Bowie","Set 1 Closer",726,"Psychedelic Rock","Type 1","Experimental (Pushing Boundaries)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Fishman Jazzy Feel""]","Early example of tease-fest Bowie (WTW, Jim, Heartbreaker). Vicisous jam...on par with rest of 1990. Strong show time after time.",""
"Scott","1992/3/6","Portsmouth, NH","Reba","Mid 1st Set",688,"Psychedelic Rock","Type 1","","","","","[]","",""
"Scott","1992/3/6","Portsmouth, NH","David Bowie","Set 1 Closer",903,"Classic Rock","Type 1","Shred-Fest","Dirty/Bluesy","Dirty/Bluesy","Trey","[""Trey \""Death from Above\"" Wailing""]","",""
"Scott","1992/3/21","Philadelphia, PA","The Landlady","Opener",223,"Prog Rock","Type 1","Meat and Potatoes","Dark, Sinister, Evil","Dark, Sinister, Evil","","[]","",""
"Scott","1992/3/21","Philadelphia, PA","Runaway Jim","Mid 1st Set",437,"Post Rock","Type 1","Shred-Fest","","","","[]","",""
"Scott","1992/3/21","Philadelphia, PA","Foam","Mid 1st Set",480,"Post Rock","Type 1","Shred-Fest","","","","[]","",""
"Scott","1992/3/21","Philadelphia, PA","Split Open & Melt","Mid 1st Set",473,"Groove Rock/Funk Rock","Type 1","Shred-Fest","","","","[]","",""
"Scott","1992/3/21","Philadelphia, PA","You Enjoy Myself","Set 2 Closer",822,"Groove Rock/Funk Rock","Type 1","Shred-Fest","","","","[]","",""
"Scott","1992/4/12","Tuscon, AZ","Antelope","Set 1 Closer",788,"Psychedelic Rock","Type 2","Shred-Fest","","","","[]","",""
"Scott","1992/4/17","San Francisco, CA","Reba","Mid 1st Set",847,"Psychedelic Rock","Type 1","Experimental (Pushing Boundaries)","Dirty/Bluesy","Dirty/Bluesy","","[]","",""
"Scott","1992/4/18","Palo Alto, CA","Harry Hood","Encore",820,"Psychedelic Rock","Type 1","Bliss Jam","","","","[]","",""
"Scott","1992/5/17","Schenectedy, NY","Possum","Set 1 Closer",840,"Post Rock","Type 1","Shred-Fest","Dirty/Bluesy","Dirty/Bluesy","Trey","[""Trey \""Death from Above\"" Wailing""]","As most of 92, lots of language, and some great teases in the form of It's Ice, Divided Sky",""
"Scott","1992/7/15","Charlottesville, PA","Harry Hood","Mid 2nd Set",746,"Psychedelic Rock","Type 1","Standard Rock Jam (Type 1)","","","","[]","",""
"Scott","1992/7/15","Charlottesville, PA","Antelope","Set 1 Closer",680,"Psychedelic Rock","Type 1","Bliss Jam","","","","[]","",""
"Scott","1992/7/15","Charlottesville, PA","Possum","Encore",1007,"Classic Rock","Type 1","Trey-led Noodling Jam","","","","[]","",""
"Scott","1992/11/30","Pittsburgh, PA","Runaway Jim","Mid 2nd Set",508,"Post Rock","Type 1","Trey-led Noodling Jam","Dirty/Bluesy","Dirty/Bluesy","","[]","",""
"Scott","1992/11/30","Pittsburgh, PA","Reba","Mid 2nd Set",709,"Prog Rock","Type 1","Bliss Jam","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Trey \""Death from Above\"" Wailing""]","one of my fave reba's of all time. being there i watch trey shake jon off the whole ending. the place was small, tinny and a dance club. raging and hot",""
"Scott","1992/11/30","Pittsburgh, PA","Antelope","Set 1 Closer",647,"Psychedelic Rock","Type 1","Shred-Fest","Bliss","Bliss","","[]","",""
"Nathan","1993/2/3","Portland, ME","Loving Cup","Opener",385,"Classic Rock","Type 1","Standard Rock Jam (Type 1)","Happy (Major Chords)","Happy (Major Chords)","Trey","[]","Debut of Page's baby grand piano. Trey-led jam, but notice Page come out front at points, and ""rounder"" tone.",""
"Nathan","1993/2/3","Portland, ME","The Wedge","Mid-set",394,"Modern Rock","Type 1","Standard Rock Jam (Type 1)","Happy (Major Chords)","Happy (Major Chords)","Page","[]","Debut. Page takes this version for a ride on the keys from the get go. Notice the punctuation notes Trey plays over Page's composition beginging ~3:30",""
"Nathan","1993/2/3","Portland, ME","David Bowie","Set 1 Closer",771,"Prog Rock","Type 1","Basic Tension and Release (Stash)","","","Trey","[""Dynamics (volume..)""]","The punctuation theme carries over from Wedge. Page plays while Trey softly accents, followed by loud punctuation notes every few meansures. Page and Trey trade lead rolls--one soft, one loud. Then normal Trey-led tension/release.",""
"Nathan","1993/2/3","Portland, ME","Tweezer","Mid 2nd Set",730,"Prog Rock","Type 1","Standard Rock Jam (Type 1)","","","Trey","[""Dynamics (volume..)""]","Starts early with vocal antics, lyrics changes. Pages comes out early to trade leads w/Trey. We get the normal build then the last minute tapers in volume and speed to the end.",""
"Nathan","1993/2/3","Portland, ME","You Enjoy Myself","Mid 2nd Set",1269,"Prog Rock","Type 1","Standard Rock Jam (Type 1)","","","Full Band","[]","Page is upfront through the composed section. The new piano is VERY noticably affecting the music. Alternate lyrics tip off their goofy attitude. Very typical crescendo jam, Page out front.",""
"Nathan","1993/2/4","Providence, RI","Stash","Mid-set",707,"Prog Rock","Type 1","Basic Tension and Release (Stash)","","","Trey","[""Dynamics (volume..)""]","Possibly the most basic of Stashes. An archytypal example of basic tension and release jam style. We hear a bit of volume manipulation as some of the lyrics are whispered over very quite playing, which then alternates to loud playing/lyrics.",""
"Nathan","1993/2/4","Providence, RI","Run Like an Antelope","Set 1 Closer",645,"Prog Rock","Type 1","Basic Tension and Release (Stash)","","","Trey","[]","A bit of Trey/Page interplay in the intro section. Page shows of the new piano tone and plays scales while Trey accents, before switching to the middle section. Jam section features Trey noodling around scales.",""
"Nathan","1993/2/4","Providence, RI","The Wedge","Mid 2nd Set",414,"Prog Rock","Type 1","Standard Rock Jam (Type 1)","Happy (Major Chords)","Happy (Major Chords)","Page","[]","Second version of the new song. Page takes it for a ride, enjoying his new baby grand. Really exemplifies what adding the instrument did to Phish's sound.",""
"Nathan","1993/2/7","Washington, DC","Reba","Mid 2nd Set",816,"Prog Rock","Type 1","Bliss Peak","Bliss","Bliss","Trey","[""Dynamics (volume..)""]","Lyrical foolery at first during the Bag It section. Reba Bliss takes a left turn for a dissonant jam in the middle section. It sounds almost like DEG plus distortion that starts quiet and crescendos back into the normal Reba bliss peak. After the peak there is a pause with a Simpsons signal, then the normal Reba ending.",""
"Nathan","1993/2/19","Atlanta, GA","David Bowie","Set 1 Closer",949,"Prog Rock","Type 1","Experimental (Pushing Boundaries)","","","Full Band","[""Dynamics (volume..)""]","Truly an awesome Bowie. A full five minute intro with vacuum solo, Moby Dick jam, and random mumbling lyrics. It then moves into a typical Bowie progression. At 8:45 the jam goes experimental with a Happy B-day tease. Everyone gets a chance to lead. At 11:00, we get an attack toward the peak from Trey. Nicely divided into thirds. 1/3 weird intro, 1/3 experimental jam, 1/3 tension release.",""
"Nathan","1993/2/20","Atlanta, GA","Reba","Mid 2nd Set",815,"Prog Rock","Type 1","Bliss Peak","Bliss","Bliss","Trey","[]","Best of Bliss. This version should not be missed.",""
"Nathan","1993/2/20","Atlanta, GA","Mike's Song","Mid 2nd Set","","Prog Rock","Type 1","Experimental (Pushing Boundaries)","","","Full Band","[""Segue-Fest""]","The whole Mike's Groove from this show is remarkable. It is a radical departure from setlist construction Phish had used up to this point. Once freed from the confines of rote perfomance of Mike's>Hydrogen>Groove, the band pushed the boundaries of what they could do with the music.",""
"Nathan","1993/2/21","Atlanta, GA","Run Like an Antelope","Set 1 Closer",761,"Prog Rock","Type 1","Basic Tension and Release (Stash)","","","Trey","[""Machine Gun Trey""]","Pure Machine Gun Trey. A blistering version from start to finish. We get an early Woody Woodpecker theme tease before descending into dark places. Random Note signal before ""Rye Rye Rocco"" lyrics. This is a mean motherfucking Antelope.",""
"Nathan","1993/2/21","Atlanta, GA","Stash","Mid 2nd Set",678,"Prog Rock","Type 1","Experimental (Pushing Boundaries)","","","","[""Segue-Fest""]","A very nice, tight Stash that gets a little out of normal boundaries before a spontaneous segue into Manteca and then back to Stash. About 30 seconds Type II jamming before Manteca.",""
"Nathan","1993/3/12","Vail, CO","David Bowie","Set 1 Closer",774,"Prog Rock","Type 1","Basic Tension and Release (Stash)","","","Trey","[""Tease-fest""]","This is a classic Type I tension and release Bowie. Raw uncut energy blasting from the whole band. Trey shreds hard. Popeye Theme tease thrown in for fun.",""
"Nathan","1993/3/27","San Francisco, CA","Mike's Song","Mid 2nd Set",1453,"Prog Rock","Type 2","Cubist","","","Trey","[]","Mike's goes Type II about 6.5 minutes in. The jam is typical for this era. Not very musical, but more a sound experiment. Rapid tempo notes comprise a few minutes of jam. The jam is totally away from the original song in terms of time signiture and key. A nice Hydrogen follows and an experimental Weekapaug too with an On Broadway jam/tease.",""
"Nathan","1993/4/21","Columbus, OH","SOAM","Mid 2nd Set",735,"Prog Rock","Type 1","Basic Tension and Release (Stash)","","","Full Band","[]","This is the point at which Phish learned to manipulate time; that is, to effortlessly and fluidly change time signitures. The jam results in a full-band peak that is the highlight of 1993 jamming thus far.",""
"Nathan","1993/4/22","Cleveland, OH","It's Ice","Mid-set",505,"Prog Rock","Type 1","Standard Rock Jam (Type 1)","","","Full Band","[]","Carrying on the lesson learned in 4/21's SOAM, we see a full-band peak, rather than a Trey peak. They also have full control of timing changes. Like learning to smoothly drive manual transmission.",""
"Nathan","1993/4/25","Genesco, NY","Tweezer","Mid 2nd Set",742,"Prog Rock","Type 1","Basic Tension and Release (Stash)","","","Full Band","[""Dynamics (volume..)""]","Maddening jam. This high tempo piano riff from Pages that is like a rapid tappingof a finger on a desk, a metronom running nearly full tilt. Trey picks it up by playing a repetitive scale for a couple minutes, tightening the tension. Oddly, they leave it mostly unresolved, choosing instead to slow the tempo to a crawl to close the song with an unsatisfactory blue balls ""blat"" from Fishman, and then on to Contact.",""
"Nathan","1993/4/25","Genesco, NY","Mike's Song","Mid 2nd Set",1432,"Prog Rock","Type 2","Experimental (Pushing Boundaries)","","","Full Band","[]","Entire Mike's Groove is of note. Experimental from the outset. The normal opening chords are foregone in favour of an up tempo repetitive riff from Trey, much like Page's in Tweezer. They then go thru the motions of ""Mike's"" proper. Speed Jazz ensues. Pages carries the normal Mike's chord progression while Trey and Mike crank up the tempo. Trey signals an end to the jam sesgment by playing a slow descending scale, but just when the sefment would end with Page's organ, Trey steps back in with more to say. Time modulation occurrs. Only Fish is still in Mike's. A throbbing bass and keyboard section signal new territory. Random yelling ensues. Alternate lyrics too. Then Page brings in the normal ""Mike's"" organ tone, but Trey will have none of that. A Simple-esque sounding melody develops at ~8:30. They then wrap it up with the normal Mike's ending. High energy throughout.",""
"Nathan","1993/4/29","Montreal, Quebec, Canada","Split Open and Melt","Opener",629,"Prog Rock","Type 1","Basic Tension and Release (Stash)","Dirty/Bluesy","Dirty/Bluesy","Full Band","[""Machine Gun Trey""]","Blistering show opener. Trey trys like hell to take this version for a ride by himself, but the band claws it back under control. The lesson learned in the 4/21 SOAM is too strong for Trey to wank over. They groove through the time signiture changes with ease and achieve the full-band peak to bring it home. Great opener.",""
"Nathan","1993/4/29","Montreal, Quebec, Canada","Run Like An Antelope","Set 1 Closer",764,"Prog Rock","Type 1","Nightmare Music","Dark, Sinister, Evil","Dark, Sinister, Evil","","[""Trey \""Death from Above\"" Wailing""]","Scary version. Like nightmare banshee wailing. Super fast paced hammering from the whole band. Fucking Rock n Roll.",""
"Nathan","1993/5/2","Upper Darby, PA","Run Like An Antelope","Mid 2nd Set",760,"Prog Rock","Type 1","Experimental (Pushing Boundaries)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[]","Another firy version. Brief Type II section beginning about 6:00 minutes in. Nothing too extraordinary though, just Phish attempting to break the confines of the song structure.",""
"Nathan","1993/5/3","New Brunswick, NJ","AC/DC Bag","Set 2 Opener",451,"Prog Rock","Type 1","Standard Rock Jam (Type 1)","","","Mike","[]","Typical Machine Gun Trey jamming, but about half way in, Mike brings a bass jam in. Trey picks up the rigg and accents it. Page adds flair notes. Trey takes over and takes it to a noodling peak. A+ rock n roll.",""
"Nathan","1993/5/3","New Brunswick, NJ","Tweezer","Mid 2nd Set",1020,"Prog Rock","Type 1","Experimental (Pushing Boundaries)","","","Full Band","[]","Tweezer: ~3:00 in a Page groove sets up the I Can Feel the Earth Move jam. Mike picks it up, then Trey. ~3:30 back into Tweezer ~4:10 Trey brings up the Earth Move jam again until about 6:00. at ~6:30 Page backs the tempo down to a plinko-ish segue into Manteca. Manteca is about 1.5 minutes before a similar tempo breakdown back into a Type II segment lasting about 2 minutes. It's short appregio blasts from the whole band. Tweezer starts again and the tempo breaks down after the peak for a > into Contact.",""
"Nathan","1993/5/5","Albany, NY","My Friend, My Friend","Mid 2nd Set",488,"Prog Rock","Type 1","Standard Rock Jam (Type 1)","","","","[""Segue-Fest""]","Spontaneous jazz eruption mid-MFMF. Manteca comes out of no where.",""
"Nathan","1993/5/5","Albany, NY","YEM","Set 2 Closer",1942,"Prog Rock","Type 2","Experimental (Pushing Boundaries)","","","Full Band","[""Vacuum""]","This is the most experimental bit of music Phish had played to date. Starting at 12:00 Aquarium Rescue Unit and Dude of Life join Phish on stage to push this YEM way beyond its normal limits. Very jazzy, at times Bitches Brew-era Miles sounding. Then an African sound develops with the addition of a percussionist. Random yelling, ad libbed lyrics, and scatting make appearances, as well as Fish's vacuum. No proper drum and bass segment, no vocal jam proper either. FULL ON MADNESS.",""
"Nathan","1993/5/5","Albany, NY","Cavern","Encore",481,"Prog Rock","Type 1","Standard Rock Jam (Type 1)","","","","[""Segue-Fest""]","Another spontaneous jazz eruption in a very jazzy show. Take the ""A"" Train makes a random appearance mid-Cavern",""
"Nathan","1993/5/6","Albany, NY","SOAM","Mid 1st Set",756,"Prog Rock","Type 1","Basic Tension and Release (Stash)","","","Full Band","[""Dynamics (volume..)""]","Here is another brilliant example of a post 4/21 SOAM. The band fluidly changes time signitures, seemingly unconsciously. The pace steadily increases and the energy and tension ratchet up until a full-band explosion brings the jam to a reconsiliation of the tension.",""
"Nathan","1993/5/6","Albany, NY","Tweezer","Mid 2nd Set",1184,"Prog Rock","Type 2","Experimental (Pushing Boundaries)","","","","[]","",""
"Nathan","1993/5/8","Durham, NH","Reba","Mid 1st Set",806,"Prog Rock","Type 1","Meat and Potatoes","Bliss","Bliss","Full Band","[]","A very light and fluffy Reba. Pure BLISS. Enjoy.",""
"Nathan","1993/5/8","Durham, NH","David Bowie","Set 2 Opener",1208,"Prog Rock","Type 1","Experimental (Pushing Boundaries)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Segue-Fest""]","Trey Anastasio had a virtuosic/idiot savant moment and this Bowie was born. It ranges from light and fluffy Jessica to fire-breathing hell in Bowie to happy Have Mercy back to sinister Bowie with random yelling. It almost sounds as if Trey is playing with a bow near the end. Mind blowing. A great version.",""
"Nathan","1993/7/17","Vienna, VA","Mike's Groove","Mid 2nd Set",1154,"Prog Rock","Type 2","Experimental (Pushing Boundaries)","","","Trey","[]","Trey trills and signals the move from Mike's into Type II territory. The jam is like most 1993 Type II; which is to say experimental but not earth moving. Tempo changes, repetitive notes/riffs--all different from the original song's structure, but not quite composing music. The Leprechaun sandwiched in between Mike's and Weekapaug is a nice aural escape from the sinister sound in Mike's. The Weekapaug is about as straight forward a version as can be.",""
"Nathan","1993/7/18","Pittsburgh, PA","Run Like an Antelope","Mid 2nd Set",914,"Prog Rock","Type 2","Shred-Fest","","","Trey","[""Dynamics (volume..)""]","Trey takes this one deep. Beginning with a high energy shred-fest that moves into a Zeppelin ""Heartbreaker"" jam, the bottom drops out and they go Type II. It's a dischordant noise section that finally gets back to Antelope after a ""Brother"" jam. The overall tone is sinister.",""
"Nathan","1993/7/24","Mansfield, MA","Mike's Groove","Mid 2nd Set",1235,"Prog Rock","Type 2","Experimental (Pushing Boundaries)","Dark, Sinister, Evil","Dark, Sinister, Evil","","[]","A sustained Type II jam opens up at about 5 minutes in. Everyone gets a chance to push the jam at first until Trey takes over at about 7:30 and pushes it back into the end of the normal Mike's Type I jam. The recently debuted Yerushalayim Shel Zahav sandwiched in between Mike's and Weekapaug is like an eerie incantation. The Weekapaug is normal at first and modulates into a bluesy rock jam for a bit.",""
"Nathan","1993/7/30","Antioch, TN","Stash","Mid 1st Set",769,"Prog Rock","Type 2","Basic Tension and Release (Stash)","Dorian (minor mixolydian)","Dorian (minor mixolydian)","Trey","[""Crosseyed Tease""]","Early Type II Stash. The jam breaks away from the normal structure for a good portion of the song. We hear the usual Stash quiet/loud dropouts. They build the tension into a nice peak and then return to Stash proper.",""
"Nathan","1993/7/31","Atlanta, GA","Mike's Song","Mid 2nd Set",1119,"Prog Rock","Type 2","Experimental (Pushing Boundaries)","","","Trey","[""Dynamics (volume..)""]","Pretty standard Mike's Groove post-4/25/93. There's a strong Zepplein ""Heartbreaker"" sound at first w/two different jams, then a brief excursion into Type II. Type II jam is a meandering jam by Trey with no real brilliant ideas. Fishman accompanies Trey for some staccato blasts.The Type II excursion are becoming slightly longer at least. Leprechaun is substituted for Hydrogen, and then a standard Weekapaug to follow.",""
"Nathan","1993/8/2","Tampa, FL","Split Open and Melt","Mid 1st Set",663,"Prog Rock","Type 2","Experimental (Pushing Boundaries)","Dirty/Bluesy","Dirty/Bluesy","Trey","[]","This version has a  slow bluesy feel to it that switches at about 8:50 to a faster tempo bluegrass jam. Sustained Type II jamming throughout.",""
"Nathan","1993/8/2","Tampa, FL","Mike's Song","Mid 2nd Set",516,"Prog Rock","Type 1","Experimental (Pushing Boundaries)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Metally Roar""]","Not quite Mike's and not quite Type II, it's Heavy Metal.",""
"Nathan","1993/8/9","Toronto, Ontario, Canada","Tweezer","Mid 2nd Set",796,"Prog Rock","Type 2","Experimental (Pushing Boundaries)","","","","[]","",""
"UNKNOWN","1994/4/4","Burlington, VT","Maze","Mid 1st Set",571,"Type 1","Psychedelic rock","Basic Tension and Release (Stash)","Dark, Sinister, Evil","Dark, Sinister, Evil","","[]","",""
"UNKNOWN","1994/4/4","Burlington, VT","Reba","Mid 1st Set",801,"Type 1","African","Bliss Jam","","","","[]","",""
"Kevin","1995/6/7","Boise, ID","Theme from the Bottom","Mid 2nd Set",753,"Psychedelic Rock","Type 2","Deconstruction","Swampy ('95 specifically)","Swampy ('95 specifically)","Trey","[""Trey Feedback""]","",""
"Kevin","1995/6/10","Morrison, CO","Mike's Song","Mid 2nd Set",2145,"Prog Rock","Type 2","Trey-led Noodling Jam","Dirty/Bluesy","Dirty/Bluesy","Trey","[""Trey Feedback"",""Trey Scratching"",""Rotation Jam""]","",""
"Kevin","1995/6/13","Maryland Heights, MO","David Bowie","Set 2 Opener",1057,"Psychedelic Rock","Type 2","Nightmare Music","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Machine Gun Trey""]","",""
"Kevin","1995/6/14","Memphis, TN","Tweezer","Mid 2nd Set",3017,"Psychedelic Rock","Type 2","Experimental (Pushing Boundaries)","Futuristic","Futuristic","Full Band","[""Tractor Beams"",""Rotation Jam"",""Loops""]","2001, Gypsy Queen tease.",""
"Kevin","1995/6/16","Raleigh, NC","Runaway Jim","Set 2 Opener",1851,"Psychedelic Rock","Type 2","Experimental (Pushing Boundaries)","Dark, Sinister, Evil","Dark, Sinister, Evil","","[""Trey Feedback"",""Trey Scratching""]","",""
"Kevin","1995/6/26","Saratoga Springs, NY","Down With Disease","Set 2 Opener",1426,"Groove Rock/Funk Rock","Type 2","Hyper Funk","Swampy ('95 specifically)","Swampy ('95 specifically)","","[""Mike's envelope filter"",""Trey Rhythmic Chording""]","",""
"Kevin","1995/6/26","Saratoga Springs, NY","Free","Mid 2nd Set",976,"Psychedelic Rock","Type 2","Experimental (Pushing Boundaries)","Swampy ('95 specifically)","Swampy ('95 specifically)","","[""Loops""]","",""
"Kevin","1995/6/28","Wantagh, NY","Tweezer > Dave's Energy Guide > Tweezer >","Mid 2nd Set",1848,"Psychedelic Rock","Type 2","Experimental (Pushing Boundaries)","","","","[]","Cannonball tease.",""
"Kevin","1995/7/1","Mansfield, MA","Stash","Mid 2nd Set",1116,"Modern Rock","Type 2","Basic Tension and Release (Stash)","Dark, Sinister, Evil","Dark, Sinister, Evil","","[]","",""
"Kevin","1995/10/31","Rosemont, IL","Free","Mid 1st Set",579,"Psychedelic Rock","Type 2","Experimental (Pushing Boundaries)","Ethereal","Ethereal","Full Band","[""Tractor Beams""]","Sounds strangely like Theme from the Bottom",""
"Kevin","1995/10/31","Rosemont, IL","You Enjoy Myself","Set 3 Opener",2432,"Prog Rock","Type 2","Meat and Potatoes","Dark, Sinister, Evil","Dark, Sinister, Evil","","[""Trey Scratching""]","Dave's Energy Guide tease.",""
"Kevin","1995/11/18","N. Charleston, SC","You Enjoy Myself","Mid 2nd Set",1839,"Psychedelic Rock","Type 2","Nightmare Music","Ethereal","Ethereal","","[]","Brickhouse jam.",""
"Kevin","1995/11/22","Landover, MD","Free","Mid 2nd Set",1990,"Psychedelic Rock","Type 2","Deconstruction","Swampy ('95 specifically)","Swampy ('95 specifically)","","[""Loops""]","",""
"Kevin","1995/12/2","New Haven, CT","Tweezer","Mid 2nd Set",903,"Prog Rock","Type 1","Shred-Fest","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Machine Gun Trey""]","Fasten your seat belt. Fishman starts this rollercoaster upheaval of unadulterated fucking rage, but Trey picks up and runs with it. Fucking blazing.","7:15-13:00"
"Kevin","1995/12/29","Worcester, MA","Bathtub Gin > The Real Me > Bathtub Gin","Mid 2nd Set",1445,"Prog Rock","Type 2","Hyper Funk","Pentatonic","Pentatonic","","[""Trey \""Death from Above\"" Wailing"",""Trey Rhythmic Chording"",""Trey Feedback""]","",""
"Ghost of Hood","1997/3/1","Hamburg, Germany","Wolfman's Brother","Mid-set",780,"Funk","Type 1","Cow Funk","Pentatonic","Pentatonic","Full Band","[""Trey Wah (funk sound)""]","Trey and Mike alternate funk leads vs support",""
"Ghost of Hood","1997/3/1","Hamburg, Germany","Possum","Set Closer",540,"Modern Rock","Type 1","Standard Rock Jam (Type 1)","Swampy ('95 specifically)","Swampy ('95 specifically)","Trey","[]","Much more aggressive rock opening. Style continues throughout song.",""
"Ghost of Hood","1997/7/1","Amsterdam, Netherlands","Ghost","Opener",1260,"Psychedelic Rock","Type 2","Cubist","Major Chords (Ionian)","Major Chords (Ionian)","Trey","[]","Trey begins exploring riffs and influzing a softer funk side, a la 2012. Very laid back calm groove, peaceful in a way",""
"Ghost of Hood","1997/7/1","Amsterdam, Netherlands","Saw It Again","Mid-set",405,"Psychedelic Rock","Type 1","Space Funk","Major Chords (Ionian)","Major Chords (Ionian)","Mike","[""Mike's Bass Bomb""]","Mike is laying some fat phazed out beats, much weirder than typical Saw It Agains",""
"Ghost of Hood","1997/7/1","Amsterdam, Netherlands","Jam","Set 2 Opener",150,"Prog Rock","Type 2","Millenial (Sirens, Delays, Tractor Beams)","Major Chords (Ionian)","Major Chords (Ionian)","Page","[""Unspecified Synthesizer""]","Page opens Timber & 2nd set with a very cool little outerspace-themed jam",""
